"STATISTIC","Statistic Label","TLIST(A1)","Year","C02076V03371","Single year of age","C02710V03278","Ability to speak Irish","UNIT","VALUE"
"F8006C02","Percentage by ability to speak Irish","2016","2016","077","77 years","12","All Irish speakers","%","32.2"
"F8006C02","Percentage by ability to speak Irish","2016","2016","077","77 years","13","Non-Irish speakers","%","67.8"
"F8006C02","Percentage by ability to speak Irish","2016","2016","077","77 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","078","78 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","078","78 years","12","All Irish speakers","%","31.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","078","78 years","13","Non-Irish speakers","%","68.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","078","78 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","079","79 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","079","79 years","12","All Irish speakers","%","31.8"
"F8006C02","Percentage by ability to speak Irish","2016","2016","079","79 years","13","Non-Irish speakers","%","68.2"
"F8006C02","Percentage by ability to speak Irish","2016","2016","079","79 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","080","80 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","080","80 years","12","All Irish speakers","%","32.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","080","80 years","13","Non-Irish speakers","%","67.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","080","80 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","081","81 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","081","81 years","12","All Irish speakers","%","32.1"
"F8006C02","Percentage by ability to speak Irish","2016","2016","081","81 years","13","Non-Irish speakers","%","67.9"
"F8006C02","Percentage by ability to speak Irish","2016","2016","081","81 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","082","82 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","082","82 years","12","All Irish speakers","%","32.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","082","82 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","082","82 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","083","83 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","083","83 years","12","All Irish speakers","%","32.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","083","83 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","083","83 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","084","84 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","084","84 years","12","All Irish speakers","%","33"
"F8006C02","Percentage by ability to speak Irish","2016","2016","084","84 years","13","Non-Irish speakers","%","67"
"F8006C02","Percentage by ability to speak Irish","2016","2016","084","84 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","085","85 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","085","85 years","12","All Irish speakers","%","32.1"
"F8006C02","Percentage by ability to speak Irish","2016","2016","085","85 years","13","Non-Irish speakers","%","67.9"
"F8006C02","Percentage by ability to speak Irish","2016","2016","085","85 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","086","86 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","086","86 years","12","All Irish speakers","%","33.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","086","86 years","13","Non-Irish speakers","%","66.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","086","86 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","087","87 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","087","87 years","12","All Irish speakers","%","33.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","087","87 years","13","Non-Irish speakers","%","66.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","087","87 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","088","88 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","088","88 years","12","All Irish speakers","%","34.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","088","88 years","13","Non-Irish speakers","%","65.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","088","88 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","089","89 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","089","89 years","12","All Irish speakers","%","34"
"F8006C02","Percentage by ability to speak Irish","2016","2016","089","89 years","13","Non-Irish speakers","%","66"
"F8006C02","Percentage by ability to speak Irish","2016","2016","089","89 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","090","90 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","090","90 years","12","All Irish speakers","%","33.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","090","90 years","13","Non-Irish speakers","%","66.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","090","90 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","091","91 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","091","91 years","12","All Irish speakers","%","33"
"F8006C02","Percentage by ability to speak Irish","2016","2016","091","91 years","13","Non-Irish speakers","%","67"
"F8006C02","Percentage by ability to speak Irish","2016","2016","091","91 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","092","92 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","092","92 years","12","All Irish speakers","%","33"
"F8006C02","Percentage by ability to speak Irish","2016","2016","092","92 years","13","Non-Irish speakers","%","67"
"F8006C02","Percentage by ability to speak Irish","2016","2016","092","92 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","093","93 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","093","93 years","12","All Irish speakers","%","32.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","093","93 years","13","Non-Irish speakers","%","67.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","093","93 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","094","94 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","094","94 years","12","All Irish speakers","%","34.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","094","94 years","13","Non-Irish speakers","%","65.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","094","94 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","095","95 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","095","95 years","12","All Irish speakers","%","29.9"
"F8006C02","Percentage by ability to speak Irish","2016","2016","095","95 years","13","Non-Irish speakers","%","70.1"
"F8006C02","Percentage by ability to speak Irish","2016","2016","095","95 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","096","96 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","096","96 years","12","All Irish speakers","%","31.2"
"F8006C02","Percentage by ability to speak Irish","2016","2016","096","96 years","13","Non-Irish speakers","%","68.8"
"F8006C02","Percentage by ability to speak Irish","2016","2016","096","96 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","097","97 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","097","97 years","12","All Irish speakers","%","31.2"
"F8006C02","Percentage by ability to speak Irish","2016","2016","097","97 years","13","Non-Irish speakers","%","68.8"
"F8006C02","Percentage by ability to speak Irish","2016","2016","097","97 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","098","98 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","098","98 years","12","All Irish speakers","%","32.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","098","98 years","13","Non-Irish speakers","%","67.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","098","98 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","099","99 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","099","99 years","12","All Irish speakers","%","33.3"
"F8006C02","Percentage by ability to speak Irish","2016","2016","099","99 years","13","Non-Irish speakers","%","66.7"
"F8006C02","Percentage by ability to speak Irish","2016","2016","099","99 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2016","2016","650","100 years and over","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2016","2016","650","100 years and over","12","All Irish speakers","%","30.4"
"F8006C02","Percentage by ability to speak Irish","2016","2016","650","100 years and over","13","Non-Irish speakers","%","69.6"
"F8006C02","Percentage by ability to speak Irish","2016","2016","650","100 years and over","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","-","All ages","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","-","All ages","12","All Irish speakers","%","40.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","-","All ages","13","Non-Irish speakers","%","59.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","-","All ages","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","003","3 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","003","3 years","12","All Irish speakers","%","7.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","003","3 years","13","Non-Irish speakers","%","92.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","003","3 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","004","4 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","004","4 years","12","All Irish speakers","%","12.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","004","4 years","13","Non-Irish speakers","%","87.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","004","4 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","005","5 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","005","5 years","12","All Irish speakers","%","44.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","005","5 years","13","Non-Irish speakers","%","55.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","005","5 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","006","6 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","006","6 years","12","All Irish speakers","%","57.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","006","6 years","13","Non-Irish speakers","%","42.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","006","6 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","007","7 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","007","7 years","12","All Irish speakers","%","64.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","007","7 years","13","Non-Irish speakers","%","35.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","007","7 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","008","8 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","008","8 years","12","All Irish speakers","%","69.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","008","8 years","13","Non-Irish speakers","%","30.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","008","8 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","009","9 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","009","9 years","12","All Irish speakers","%","71.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","009","9 years","13","Non-Irish speakers","%","28.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","009","9 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","010","10 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","010","10 years","12","All Irish speakers","%","72.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","010","10 years","13","Non-Irish speakers","%","27.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","010","10 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","011","11 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","011","11 years","12","All Irish speakers","%","72.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","011","11 years","13","Non-Irish speakers","%","27.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","011","11 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","012","12 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","012","12 years","12","All Irish speakers","%","72.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","012","12 years","13","Non-Irish speakers","%","27.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","012","12 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","013","13 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","013","13 years","12","All Irish speakers","%","71.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","013","13 years","13","Non-Irish speakers","%","28.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","013","13 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","014","14 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","014","14 years","12","All Irish speakers","%","70"
"F8006C02","Percentage by ability to speak Irish","2022","2022","014","14 years","13","Non-Irish speakers","%","30"
"F8006C02","Percentage by ability to speak Irish","2022","2022","014","14 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","015","15 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","015","15 years","12","All Irish speakers","%","67.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","015","15 years","13","Non-Irish speakers","%","32.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","015","15 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","016","16 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","016","16 years","12","All Irish speakers","%","66.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","016","16 years","13","Non-Irish speakers","%","33.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","016","16 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","017","17 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","017","17 years","12","All Irish speakers","%","65.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","017","17 years","13","Non-Irish speakers","%","34.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","017","17 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","018","18 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","018","18 years","12","All Irish speakers","%","63.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","018","18 years","13","Non-Irish speakers","%","36.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","018","18 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","019","19 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","019","19 years","12","All Irish speakers","%","54.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","019","19 years","13","Non-Irish speakers","%","45.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","019","19 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","020","20 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","020","20 years","12","All Irish speakers","%","51.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","020","20 years","13","Non-Irish speakers","%","48.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","020","20 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","021","21 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","021","21 years","12","All Irish speakers","%","48.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","021","21 years","13","Non-Irish speakers","%","51.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","021","21 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","022","22 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","022","22 years","12","All Irish speakers","%","46.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","022","22 years","13","Non-Irish speakers","%","53.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","022","22 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","023","23 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","023","23 years","12","All Irish speakers","%","45.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","023","23 years","13","Non-Irish speakers","%","54.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","023","23 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","024","24 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","024","24 years","12","All Irish speakers","%","42.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","024","24 years","13","Non-Irish speakers","%","57.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","024","24 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","025","25 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","025","25 years","12","All Irish speakers","%","39.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","025","25 years","13","Non-Irish speakers","%","60.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","025","25 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","026","26 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","026","26 years","12","All Irish speakers","%","37.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","026","26 years","13","Non-Irish speakers","%","62.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","026","26 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","027","27 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","027","27 years","12","All Irish speakers","%","34.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","027","27 years","13","Non-Irish speakers","%","65.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","027","27 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","028","28 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","028","28 years","12","All Irish speakers","%","33.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","028","28 years","13","Non-Irish speakers","%","66.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","028","28 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","029","29 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","029","29 years","12","All Irish speakers","%","32.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","029","29 years","13","Non-Irish speakers","%","67.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","029","29 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","030","30 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","030","30 years","12","All Irish speakers","%","31.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","030","30 years","13","Non-Irish speakers","%","68.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","030","30 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","031","31 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","031","31 years","12","All Irish speakers","%","30.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","031","31 years","13","Non-Irish speakers","%","69.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","031","31 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","032","32 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","032","32 years","12","All Irish speakers","%","29.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","032","32 years","13","Non-Irish speakers","%","70.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","032","32 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","033","33 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","033","33 years","12","All Irish speakers","%","29.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","033","33 years","13","Non-Irish speakers","%","70.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","033","33 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","034","34 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","034","34 years","12","All Irish speakers","%","30"
"F8006C02","Percentage by ability to speak Irish","2022","2022","034","34 years","13","Non-Irish speakers","%","70"
"F8006C02","Percentage by ability to speak Irish","2022","2022","034","34 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","035","35 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","035","35 years","12","All Irish speakers","%","31"
"F8006C02","Percentage by ability to speak Irish","2022","2022","035","35 years","13","Non-Irish speakers","%","69"
"F8006C02","Percentage by ability to speak Irish","2022","2022","035","35 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","036","36 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","036","36 years","12","All Irish speakers","%","30.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","036","36 years","13","Non-Irish speakers","%","69.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","036","36 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","037","37 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","037","37 years","12","All Irish speakers","%","30.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","037","37 years","13","Non-Irish speakers","%","69.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","037","37 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","038","38 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","038","38 years","12","All Irish speakers","%","31.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","038","38 years","13","Non-Irish speakers","%","68.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","038","38 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","039","39 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","039","39 years","12","All Irish speakers","%","32.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","039","39 years","13","Non-Irish speakers","%","67.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","039","39 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","040","40 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","040","40 years","12","All Irish speakers","%","32.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","040","40 years","13","Non-Irish speakers","%","67.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","040","40 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","041","41 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","041","41 years","12","All Irish speakers","%","33.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","041","41 years","13","Non-Irish speakers","%","66.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","041","41 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","042","42 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","042","42 years","12","All Irish speakers","%","34.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","042","42 years","13","Non-Irish speakers","%","65.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","042","42 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","043","43 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","043","43 years","12","All Irish speakers","%","34.8"
"F8006C02","Percentage by ability to speak Irish","2022","2022","043","43 years","13","Non-Irish speakers","%","65.2"
"F8006C02","Percentage by ability to speak Irish","2022","2022","043","43 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","044","44 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","044","44 years","12","All Irish speakers","%","35"
"F8006C02","Percentage by ability to speak Irish","2022","2022","044","44 years","13","Non-Irish speakers","%","65"
"F8006C02","Percentage by ability to speak Irish","2022","2022","044","44 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","045","45 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","045","45 years","12","All Irish speakers","%","34.9"
"F8006C02","Percentage by ability to speak Irish","2022","2022","045","45 years","13","Non-Irish speakers","%","65.1"
"F8006C02","Percentage by ability to speak Irish","2022","2022","045","45 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","046","46 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","046","46 years","12","All Irish speakers","%","34.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","046","46 years","13","Non-Irish speakers","%","65.5"
"F8006C02","Percentage by ability to speak Irish","2022","2022","046","46 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","047","47 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","047","47 years","12","All Irish speakers","%","34.3"
"F8006C02","Percentage by ability to speak Irish","2022","2022","047","47 years","13","Non-Irish speakers","%","65.7"
"F8006C02","Percentage by ability to speak Irish","2022","2022","047","47 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","048","48 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","048","48 years","12","All Irish speakers","%","34.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","048","48 years","13","Non-Irish speakers","%","65.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","048","48 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","049","49 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","049","49 years","12","All Irish speakers","%","33.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","049","49 years","13","Non-Irish speakers","%","66.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","049","49 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","050","50 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","050","50 years","12","All Irish speakers","%","33.6"
"F8006C02","Percentage by ability to speak Irish","2022","2022","050","50 years","13","Non-Irish speakers","%","66.4"
"F8006C02","Percentage by ability to speak Irish","2022","2022","050","50 years","98","Not stated","%","0"
"F8006C02","Percentage by ability to speak Irish","2022","2022","051","51 years","07","Population","%","100"
"F8006C02","Percentage by ability to speak Irish","2022","2022","051","51 years","12","All Irish speakers","%","32.6"
